actions,blocked_time_s,charge_trips,condition_percent,decision_ms,delivered_by_section,delivered_units,distance_m,end_battery_percent,energy_wh,lost_by_section,lost_units,min_battery_percent,policy,produced_units,scenario,score,seed,shift_s,split,violation_count,violations,wh_per_unit
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.681,"{'A': 19, 'B': 30, 'C': 3}",52,689.2,54.1,10.095,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.1,ppo_wp6,50,balanced,46.95,5015,3600.3,seen,0,,0.1941
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.749,"{'A': 20, 'B': 30, 'C': 4}",54,690.4,53.0,10.338,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.0,ppo_wp6,55,balanced,48.83,5016,3600.2,seen,0,,0.1914
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.88,"{'A': 20, 'B': 30, 'C': 4}",54,701.9,52.8,10.392,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,52.8,ppo_wp6,54,balanced,48.8,5017,3600.8,seen,0,,0.1924
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.667,"{'A': 20, 'B': 32, 'C': 4}",56,678.8,54.2,10.073,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.2,ppo_wp6,54,balanced,50.96,5018,3600.5,seen,0,,0.1799
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.781,"{'A': 20, 'B': 30, 'C': 4}",54,694.8,53.7,10.179,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.7,ppo_wp6,53,balanced,48.91,5019,3600.6,seen,0,,0.1885
60,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.687,"{'A': 21, 'B': 30, 'C': 4}",55,713.7,52.2,10.513,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,52.2,ppo_wp6,54,balanced,49.74,5020,3600.1,seen,0,,0.1911
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.663,"{'A': 20, 'B': 30, 'C': 5}",55,679.0,53.7,10.197,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.7,ppo_wp6,54,balanced,49.9,5021,3600.9,seen,0,,0.1854
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.66,"{'A': 20, 'B': 31, 'C': 4}",55,679.0,53.8,10.174,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.8,ppo_wp6,55,balanced,49.91,5022,3600.9,seen,0,,0.185
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.708,"{'A': 19, 'B': 31, 'C': 4}",54,695.3,53.6,10.207,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.6,ppo_wp6,52,balanced,48.9,5023,3600.9,seen,0,,0.189
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.666,"{'A': 20, 'B': 32, 'C': 4}",56,702.3,52.8,10.388,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,52.8,ppo_wp6,53,balanced,50.81,5024,3600.8,seen,0,,0.1855
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.754,"{'A': 20, 'B': 30, 'C': 5}",55,689.5,53.8,10.161,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.8,ppo_wp6,53,balanced,49.92,5025,3600.1,seen,0,,0.1847
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.795,"{'A': 20, 'B': 31, 'C': 5}",56,690.5,53.3,10.276,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.3,ppo_wp6,55,balanced,50.86,5026,3600.5,seen,0,,0.1835
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.675,"{'A': 12, 'B': 32, 'C': 4}",48,655.5,55.5,9.791,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,55.5,ppo_wp6,46,balanced,43.1,5027,3600.9,seen,0,,0.204
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.719,"{'A': 21, 'B': 31, 'C': 4}",56,678.9,53.8,10.17,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.8,ppo_wp6,54,balanced,50.91,5028,3600.8,seen,0,,0.1816
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.774,"{'A': 14, 'B': 32, 'C': 4}",50,678.9,54.2,10.075,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.2,ppo_wp6,48,balanced,44.96,5029,3600.7,seen,0,,0.2015
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.903,"{'A': 13, 'B': 29, 'C': 3}",45,658.0,55.4,9.812,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,55.4,ppo_wp6,43,fault_burst,40.09,5000,3600.1,seen,0,,0.218
53,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,1.673,"{'A': 13, 'B': 11, 'C': 1}",25,422.6,88.6,6.915,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,88.6,ppo_wp6,23,fault_burst,21.54,5001,3600.5,seen,0,,0.2766
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.92,1.701,"{'A': 14, 'B': 12, 'C': 3}",29,488.1,77.3,7.56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,77.3,ppo_wp6,28,fault_burst,25.22,5002,3600.6,seen,0,,0.2607
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.92,2.004,"{'A': 15, 'B': 20, 'C': 4}",39,565.9,67.6,8.326,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,67.6,ppo_wp6,39,fault_burst,34.84,5003,3600.1,seen,0,,0.2135
50,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,1.985,"{'A': 16, 'B': 12, 'C': 3}",31,471.7,92.1,7.04,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,86.0,ppo_wp6,30,fault_burst,27.48,5004,3600.5,seen,0,,0.2271
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.91,1.869,"{'A': 15, 'B': 21, 'C': 2}",38,603.0,72.6,8.667,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,72.6,ppo_wp6,37,fault_burst,33.67,5005,3600.3,seen,0,,0.2281
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.92,1.826,"{'A': 9, 'B': 25, 'C': 4}",38,536.0,74.6,7.992,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,74.6,ppo_wp6,37,fault_burst,34.0,5006,3600.5,seen,0,,0.2103
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.91,1.701,"{'A': 12, 'B': 19, 'C': 3}",34,566.6,68.1,8.684,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,68.1,ppo_wp6,33,fault_burst,29.66,5007,3600.8,seen,0,,0.2554
49,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,1.6,"{'A': 17, 'B': 19, 'C': 3}",39,497.4,94.2,7.025,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.8,ppo_wp6,36,fault_burst,35.49,5008,3600.3,seen,0,,0.1801
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",10,99.93,1.728,"{'A': 16, 'B': 17, 'C': 3}",36,502.6,93.4,7.045,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.4,ppo_wp6,33,fault_burst,32.48,5009,3600.6,seen,0,,0.1957
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",10,99.93,1.594,"{'A': 7, 'B': 25, 'C': 3}",35,508.1,98.0,6.99,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,93.5,ppo_wp6,33,fault_burst,31.5,5010,3600.9,seen,0,,0.1997
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.92,1.746,"{'A': 12, 'B': 25, 'C': 2}",39,584.9,74.9,8.367,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,74.9,ppo_wp6,37,fault_burst,34.82,5011,3600.9,seen,0,,0.2145
52,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.93,1.724,"{'A': 12, 'B': 18, 'C': 2}",32,467.4,86.5,6.774,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,86.5,ppo_wp6,31,fault_burst,28.61,5012,3600.6,seen,0,,0.2117
54,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.92,1.625,"{'A': 13, 'B': 22, 'C': 3}",38,561.3,73.7,8.476,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,73.7,ppo_wp6,36,fault_burst,33.76,5013,3600.2,seen,0,,0.223
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.91,1.699,"{'A': 17, 'B': 23, 'C': 3}",43,589.6,67.3,8.872,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,67.3,ppo_wp6,41,fault_burst,38.56,5014,3600.7,seen,0,,0.2063
53,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.94,1.765,"{'A': 10, 'B': 21, 'C': 2}",33,437.6,90.7,6.243,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,90.7,ppo_wp6,31,fault_burst,29.88,5015,3601.0,seen,0,,0.1892
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.91,1.588,"{'A': 15, 'B': 27, 'C': 4}",46,602.1,72.1,8.755,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,72.1,ppo_wp6,44,fault_burst,41.62,5016,3600.8,seen,0,,0.1903
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.92,1.836,"{'A': 11, 'B': 20, 'C': 4}",35,508.7,77.3,7.554,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,77.3,ppo_wp6,35,fault_burst,31.22,5017,3600.4,seen,0,,0.2158
50,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",13,99.94,1.895,"{'A': 13, 'B': 19, 'C': 2}",34,478.0,100.0,6.489,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.5,ppo_wp6,31,fault_burst,30.76,5018,3600.6,seen,0,,0.1908
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.92,1.757,"{'A': 14, 'B': 21, 'C': 3}",38,519.1,76.4,7.643,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,76.4,ppo_wp6,36,fault_burst,34.18,5019,3600.1,seen,0,,0.2011
47,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.94,1.645,"{'A': 12, 'B': 14, 'C': 2}",28,430.9,99.0,6.247,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,82.9,ppo_wp6,26,fault_burst,24.88,5020,3600.8,seen,0,,0.2231
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.757,"{'A': 15, 'B': 24, 'C': 3}",42,608.3,69.7,8.878,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,69.7,ppo_wp6,41,fault_burst,37.56,5021,3600.9,seen,0,,0.2114
43,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.93,1.897,"{'A': 10, 'B': 22, 'C': 3}",35,470.7,97.2,6.825,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,86.9,ppo_wp6,33,fault_burst,31.59,5022,3600.9,seen,0,,0.195
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.92,1.712,"{'A': 12, 'B': 20, 'C': 3}",35,499.2,77.6,7.97,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,77.6,ppo_wp6,33,fault_burst,31.02,5023,3600.0,seen,0,,0.2277
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.92,1.724,"{'A': 10, 'B': 20, 'C': 3}",33,558.3,74.8,8.276,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,74.8,ppo_wp6,32,fault_burst,28.86,5024,3600.5,seen,0,,0.2508
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.92,1.581,"{'A': 9, 'B': 23, 'C': 3}",35,505.7,75.4,7.549,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,75.4,ppo_wp6,34,fault_burst,31.23,5025,3600.8,seen,0,,0.2157
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.91,1.739,"{'A': 12, 'B': 26, 'C': 3}",41,589.1,73.2,8.513,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,73.2,ppo_wp6,38,fault_burst,36.74,5026,3600.5,seen,0,,0.2076
60,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.92,1.669,"{'A': 15, 'B': 20, 'C': 3}",38,544.0,74.9,8.124,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,74.9,ppo_wp6,37,fault_burst,33.94,5027,3600.9,seen,0,,0.2138
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.92,1.662,"{'A': 12, 'B': 24, 'C': 3}",39,589.4,75.3,8.421,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,75.3,ppo_wp6,37,fault_burst,34.79,5028,3600.4,seen,0,,0.2159
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.731,"{'A': 13, 'B': 25, 'C': 2}",40,611.2,68.2,8.946,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,68.2,ppo_wp6,39,fault_burst,35.53,5029,3600.2,seen,0,,0.2237
59,"{'A': 212.8, 'B': 63.1, 'C': 323.7}",1,99.9,2.07,"{'A': 37, 'B': 60, 'C': 9}",106,619.2,10.6,10.267,"{'A': 2.36, 'B': 1.05, 'C': 0.9}",4.31,10.6,ppo_wp6,106,heavy_load,76.55,5000,3600.7,unseen,1,below_reserve@3327s,0.0969
59,"{'A': 318.4, 'B': 74.1, 'C': 128.4}",1,99.9,2.17,"{'A': 32, 'B': 59, 'C': 8}",99,616.3,11.4,10.132,"{'A': 3.54, 'B': 1.24, 'C': 0.36}",5.13,11.4,ppo_wp6,103,heavy_load,68.8,5001,3600.2,unseen,1,below_reserve@3385s,0.1023
60,"{'A': 146.5, 'B': 45.2, 'C': 228.6}",1,99.9,1.688,"{'A': 37, 'B': 57, 'C': 8}",102,616.4,9.8,10.194,"{'A': 1.63, 'B': 0.75, 'C': 0.63}",3.02,9.8,ppo_wp6,106,heavy_load,73.89,5002,3600.5,unseen,1,below_reserve@3237s,0.0999
61,"{'A': 11.4, 'B': 0.0, 'C': 152.4}",2,99.9,1.716,"{'A': 38, 'B': 43, 'C': 9}",90,623.8,9.8,10.146,"{'A': 0.13, 'B': 0.0, 'C': 0.42}",0.55,9.8,ppo_wp6,91,heavy_load,64.38,5003,3600.6,unseen,1,below_reserve@3238s,0.1127
60,"{'A': 169.4, 'B': 0.0, 'C': 294.1}",1,99.89,1.729,"{'A': 39, 'B': 59, 'C': 7}",105,649.0,6.7,10.57,"{'A': 1.88, 'B': 0.0, 'C': 0.82}",2.7,6.7,ppo_wp6,104,heavy_load,77.02,5004,3600.1,unseen,1,below_reserve@2996s,0.1007
62,"{'A': 138.2, 'B': 50.0, 'C': 270.9}",1,99.9,1.656,"{'A': 38, 'B': 57, 'C': 7}",102,645.4,5.8,10.485,"{'A': 1.54, 'B': 0.83, 'C': 0.75}",3.12,5.8,ppo_wp6,102,heavy_load,73.64,5005,3600.8,unseen,1,below_reserve@2932s,0.1028
60,"{'A': 72.5, 'B': 24.7, 'C': 366.2}",1,99.9,1.597,"{'A': 40, 'B': 58, 'C': 8}",106,627.9,9.1,10.323,"{'A': 0.81, 'B': 0.41, 'C': 1.02}",2.23,9.1,ppo_wp6,105,heavy_load,78.6,5006,3601.0,unseen,1,below_reserve@3210s,0.0974
61,"{'A': 0.0, 'B': 0.0, 'C': 243.4}",0,99.89,1.502,"{'A': 39, 'B': 58, 'C': 8}",105,669.8,0.0,11.002,"{'A': 0.0, 'B': 0.0, 'C': 0.68}",0.68,0.0,ppo_wp6,105,heavy_load,58.82,5007,3517.5,unseen,2,"below_reserve@2464s,battery_empty@3518s",0.1048
58,"{'A': 184.6, 'B': 213.8, 'C': 397.4}",2,99.9,1.661,"{'A': 36, 'B': 58, 'C': 8}",102,611.9,13.4,10.075,"{'A': 2.05, 'B': 3.56, 'C': 1.1}",6.72,13.4,ppo_wp6,102,heavy_load,70.24,5008,3600.9,unseen,1,below_reserve@3493s,0.0988
59,"{'A': 160.5, 'B': 173.8, 'C': 236.7}",1,99.9,1.931,"{'A': 38, 'B': 54, 'C': 8}",100,637.0,9.2,10.321,"{'A': 1.78, 'B': 2.9, 'C': 0.66}",5.34,9.2,ppo_wp6,100,heavy_load,69.5,5009,3600.4,unseen,1,below_reserve@3235s,0.1032
62,"{'A': 95.2, 'B': 0.0, 'C': 210.2}",1,99.89,1.72,"{'A': 27, 'B': 59, 'C': 9}",95,649.5,4.9,10.634,"{'A': 1.06, 'B': 0.0, 'C': 0.58}",1.64,4.9,ppo_wp6,93,heavy_load,68.04,5010,3600.4,unseen,1,below_reserve@2837s,0.1119
59,"{'A': 282.5, 'B': 60.7, 'C': 332.3}",1,99.9,1.683,"{'A': 37, 'B': 62, 'C': 9}",108,619.0,10.9,10.201,"{'A': 3.14, 'B': 1.01, 'C': 0.92}",5.07,10.9,ppo_wp6,106,heavy_load,77.82,5011,3600.1,unseen,1,below_reserve@3322s,0.0945
61,"{'A': 199.2, 'B': 0.0, 'C': 279.6}",1,99.89,1.696,"{'A': 38, 'B': 58, 'C': 9}",105,661.2,4.2,10.788,"{'A': 2.21, 'B': 0.0, 'C': 0.78}",2.99,4.2,ppo_wp6,105,heavy_load,76.62,5012,3600.4,unseen,1,below_reserve@2820s,0.1027
60,"{'A': 75.5, 'B': 0.0, 'C': 270.4}",1,99.89,1.735,"{'A': 39, 'B': 58, 'C': 8}",105,642.4,6.6,10.525,"{'A': 0.84, 'B': 0.0, 'C': 0.75}",1.59,6.6,ppo_wp6,107,heavy_load,78.15,5013,3600.1,unseen,1,below_reserve@3000s,0.1002
60,"{'A': 168.3, 'B': 170.6, 'C': 148.3}",2,99.9,1.68,"{'A': 38, 'B': 55, 'C': 8}",101,609.7,12.2,10.047,"{'A': 1.87, 'B': 2.84, 'C': 0.41}",5.12,12.2,ppo_wp6,104,heavy_load,70.85,5014,3600.4,unseen,1,below_reserve@3438s,0.0995
62,"{'A': 0.0, 'B': 0.0, 'C': 97.8}",0,99.89,1.809,"{'A': 40, 'B': 58, 'C': 5}",103,685.7,0.0,11.004,"{'A': 0.0, 'B': 0.0, 'C': 0.27}",0.27,0.0,ppo_wp6,104,heavy_load,57.23,5015,3588.2,unseen,2,"below_reserve@2475s,battery_empty@3588s",0.1068
62,"{'A': 92.9, 'B': 36.1, 'C': 206.3}",1,99.89,1.789,"{'A': 39, 'B': 58, 'C': 9}",106,642.3,5.4,10.621,"{'A': 1.03, 'B': 0.6, 'C': 0.57}",2.21,5.4,ppo_wp6,108,heavy_load,78.48,5016,3600.9,unseen,1,below_reserve@2926s,0.1002
58,"{'A': 105.0, 'B': 122.4, 'C': 210.1}",1,99.9,1.947,"{'A': 38, 'B': 58, 'C': 9}",105,620.2,10.3,10.331,"{'A': 1.17, 'B': 2.04, 'C': 0.58}",3.79,10.3,ppo_wp6,105,heavy_load,76.04,5017,3600.2,unseen,1,below_reserve@3278s,0.0984
57,"{'A': 127.4, 'B': 215.0, 'C': 320.3}",2,99.9,1.656,"{'A': 34, 'B': 58, 'C': 9}",101,613.7,13.2,10.132,"{'A': 1.42, 'B': 3.58, 'C': 0.89}",5.89,13.2,ppo_wp6,103,heavy_load,70.05,5018,3600.7,unseen,1,below_reserve@3498s,0.1003
59,"{'A': 287.2, 'B': 91.7, 'C': 195.9}",1,99.9,1.687,"{'A': 37, 'B': 61, 'C': 9}",107,618.7,10.6,10.271,"{'A': 3.19, 'B': 1.53, 'C': 0.54}",5.26,10.6,ppo_wp6,105,heavy_load,76.6,5019,3600.5,unseen,1,below_reserve@3275s,0.096
62,"{'A': 16.7, 'B': 0.0, 'C': 149.3}",0,99.89,1.642,"{'A': 36, 'B': 61, 'C': 8}",105,672.3,0.0,11.0,"{'A': 0.19, 'B': 0.0, 'C': 0.41}",0.6,0.0,ppo_wp6,106,heavy_load,58.9,5020,3557.9,unseen,2,"below_reserve@2444s,battery_empty@3558s",0.1048
59,"{'A': 378.9, 'B': 96.6, 'C': 229.8}",1,99.9,1.655,"{'A': 36, 'B': 57, 'C': 9}",102,616.8,11.1,10.199,"{'A': 4.21, 'B': 1.61, 'C': 0.64}",6.46,11.1,ppo_wp6,103,heavy_load,70.44,5021,3600.6,unseen,1,below_reserve@3316s,0.1
58,"{'A': 128.2, 'B': 19.7, 'C': 324.4}",1,99.9,1.718,"{'A': 37, 'B': 57, 'C': 8}",102,621.2,10.5,10.28,"{'A': 1.42, 'B': 0.33, 'C': 0.9}",2.65,10.5,ppo_wp6,104,heavy_load,74.21,5022,3600.8,unseen,1,below_reserve@3279s,0.1008
62,"{'A': 90.7, 'B': 88.5, 'C': 327.8}",1,99.89,1.643,"{'A': 39, 'B': 58, 'C': 8}",105,645.4,5.4,10.586,"{'A': 1.01, 'B': 1.48, 'C': 0.91}",3.39,5.4,ppo_wp6,106,heavy_load,76.31,5023,3600.8,unseen,1,below_reserve@2887s,0.1008
59,"{'A': 121.0, 'B': 195.0, 'C': 208.8}",1,99.9,1.91,"{'A': 39, 'B': 60, 'C': 8}",107,632.4,9.0,10.44,"{'A': 1.34, 'B': 3.25, 'C': 0.58}",5.17,9.0,ppo_wp6,106,heavy_load,76.61,5024,3600.6,unseen,1,below_reserve@3208s,0.0976
61,"{'A': 34.4, 'B': 0.0, 'C': 263.4}",1,99.89,1.865,"{'A': 37, 'B': 62, 'C': 9}",108,637.8,6.6,10.573,"{'A': 0.38, 'B': 0.0, 'C': 0.73}",1.11,6.6,ppo_wp6,108,heavy_load,81.6,5025,3600.4,unseen,1,below_reserve@2988s,0.0979
62,"{'A': 28.8, 'B': 1.0, 'C': 143.4}",1,99.89,1.814,"{'A': 36, 'B': 61, 'C': 9}",106,643.8,5.4,10.603,"{'A': 0.32, 'B': 0.02, 'C': 0.4}",0.73,5.4,ppo_wp6,108,heavy_load,79.96,5026,3600.8,unseen,1,below_reserve@2890s,0.1
65,"{'A': 24.2, 'B': 0.0, 'C': 64.7}",0,99.89,1.647,"{'A': 27, 'B': 57, 'C': 8}",92,653.8,2.2,10.514,"{'A': 0.27, 'B': 0.0, 'C': 0.18}",0.45,2.2,ppo_wp6,94,heavy_load,66.29,5027,3600.4,unseen,1,below_reserve@2653s,0.1143
58,"{'A': 248.6, 'B': 41.2, 'C': 182.3}",1,99.9,1.658,"{'A': 39, 'B': 56, 'C': 8}",103,620.2,11.1,10.174,"{'A': 2.76, 'B': 0.69, 'C': 0.51}",3.96,11.1,ppo_wp6,103,heavy_load,73.96,5028,3600.2,unseen,1,below_reserve@3340s,0.0988
63,"{'A': 93.7, 'B': 10.8, 'C': 123.4}",1,99.9,1.671,"{'A': 26, 'B': 61, 'C': 9}",96,632.8,6.6,10.328,"{'A': 1.04, 'B': 0.18, 'C': 0.34}",1.56,6.6,ppo_wp6,96,heavy_load,69.27,5029,3600.5,unseen,1,below_reserve@3002s,0.1076
60,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.581,"{'A': 17, 'B': 31, 'C': 5}",53,711.2,50.0,11.006,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,50.0,ppo_wp6,52,heavy_parts,47.5,5000,3600.6,unseen,0,,0.2077
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.687,"{'A': 21, 'B': 29, 'C': 4}",54,689.9,50.9,10.808,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,50.9,ppo_wp6,54,heavy_parts,48.6,5001,3601.0,unseen,0,,0.2002
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.641,"{'A': 19, 'B': 30, 'C': 4}",53,678.7,51.1,10.761,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,51.1,ppo_wp6,53,heavy_parts,47.62,5002,3600.3,unseen,0,,0.203
63,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.644,"{'A': 20, 'B': 21, 'C': 5}",46,596.8,54.0,10.124,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.0,ppo_wp6,45,heavy_parts,40.94,5003,3600.4,unseen,0,,0.2201
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.624,"{'A': 20, 'B': 30, 'C': 4}",54,678.9,51.1,10.747,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,51.1,ppo_wp6,54,heavy_parts,48.63,5004,3600.8,unseen,0,,0.199
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.564,"{'A': 20, 'B': 29, 'C': 4}",53,671.0,52.1,10.548,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,52.1,ppo_wp6,52,heavy_parts,47.73,5005,3600.6,unseen,0,,0.199
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.806,"{'A': 19, 'B': 31, 'C': 5}",55,699.1,50.6,10.878,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,50.6,ppo_wp6,53,heavy_parts,49.56,5006,3600.6,unseen,0,,0.1978
60,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.821,"{'A': 19, 'B': 33, 'C': 5}",57,702.7,49.9,11.028,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,49.9,ppo_wp6,56,heavy_parts,51.49,5007,3600.8,unseen,0,,0.1935
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.726,"{'A': 22, 'B': 29, 'C': 5}",56,698.1,50.4,10.917,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,50.4,ppo_wp6,54,heavy_parts,50.54,5008,3600.1,unseen,0,,0.1949
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.628,"{'A': 21, 'B': 30, 'C': 4}",55,687.8,51.5,10.667,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,51.5,ppo_wp6,53,heavy_parts,49.67,5009,3600.7,unseen,0,,0.1939
63,"{'A': 0.0, 'B': 0.0, 'C': 51.2}",0,99.9,1.693,"{'A': 15, 'B': 31, 'C': 5}",51,666.2,53.1,10.325,"{'A': 0.0, 'B': 0.0, 'C': 0.07}",0.07,53.1,ppo_wp6,48,heavy_parts,45.77,5010,3600.2,unseen,0,,0.2024
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.749,"{'A': 18, 'B': 31, 'C': 4}",53,699.6,50.9,10.807,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,50.9,ppo_wp6,53,heavy_parts,47.6,5011,3600.9,unseen,0,,0.2039
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.89,1.631,"{'A': 19, 'B': 31, 'C': 5}",55,690.6,50.4,10.916,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,50.4,ppo_wp6,56,heavy_parts,49.54,5012,3600.8,unseen,0,,0.1985
